DSI,story,model,condition,temp,num_words,lziv,StoryRater1,StoryRater2,StoryRater3,StoryRater4,StoryRater5,StoryRaterMean,gpt4_rating1,gpt4_rating2,gpt4_rating3,gpt4_avg,gpt4_rating4,gpt4_rating5
0.8395976424217224,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",human,synopsis,Mid,116,0.6672144511507483,,,,,,,,,,,,
0.8072954416275024,"Min-cheol goes down to the countryside to focus on the foundation project. He meets Gyu-ri, a scenario writer. They fall in love and spend a hot night together but the next day she disappears. Will he be able to find the 'perfect size'?",human,synopsis,Mid,94,0.6707187077146953,,,,,,,,,,,,
0.8275116682052612,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",human,synopsis,Mid,110,0.6426331515568254,,,,,,,,,,,,
0.8133094906806946,"How did Sarah and Victor get along for more than 45 years? Who was this enigmatic woman living in the shadow of her husband? Love, ambition, betrayals and secrets feed the story of this extraordinary couple, as they experience both the large and small moments of the last century's history.",human,synopsis,Mid,106,0.6265095168765051,,,,,,,,,,,,
0.7793404459953308,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",human,synopsis,Mid,104,0.6581740979422684,,,,,,,,,,,,
0.8097012042999268,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",human,synopsis,Mid,108,0.6666905041248233,,,,,,,,,,,,
0.8315697908401489,"ALL SAINTS is based on the inspiring true story of salesman-turned-pastor Michael Spurlock, the tiny church he was ordered to shut down, and a group of refugees from Southeast Asia. Together, they risked everything to plant seeds for a future that might just save them all.",human,synopsis,Mid,102,0.6817395226641587,,,,,,,,,,,,
0.8389441967010498,"In the dirtiest, funniest, most scandalous gay-teen-sex-comedy-parody ever, four young gay friends make a pact to lose their virginity by the end of the summer. The boys soon face giant sex toys, naked celebrities, masochistic teachers and an uncontrollable romance with a quiche.",human,synopsis,Mid,124,0.6863502977465742,,,,,,,,,,,,
0.8161535263061523,"Agent Coulson informs Agent Sitwell that the World Security Council wishes Emil Blonsky to be released from prison to join the Avengers Initiative. As Nick Fury doesn't want to release Blonsky, the two agents decide to send a patsy to sabotage the meeting...",human,synopsis,Mid,102,0.6306441939558286,,,,,,,,,,,,
0.8297394514083862,"England, December 1926. Although her personal life is in tatters, the famous writer Agatha Christie decides to leave everything behind to help unravel an unsolved murder committed on a train six years ago, unable to imagine the disproportionate consequences that such a selfless act will cause.",human,synopsis,Mid,102,0.6962282464087489,,,,,,,,,,,,
0.8155134320259094,"In Imperial Russia, Anna, the wife of the officer Karenin, goes to Moscow to visit her brother. On the way, she meets the charming cavalry officer Vronsky to whom she is immediately attracted. But in St. Petersburg’s high society, a relationship like this could destroy a woman’s reputation.",human,synopsis,Mid,110,0.6637349216474224,,,,,,,,,,,,
0.8166953921318054,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",human,synopsis,Mid,98,0.6648065025740383,,,,,,,,,,,,
0.8213096857070923,"When Washington Post journalist Jamal Khashoggi disappears after entering Saudi Arabia’s consulate in Istanbul, his fiancée and dissidents around the world are left to piece together the clues to a brutal murder and expose a global cover up perpetrated by the very country he loved.",human,synopsis,Mid,96,0.6696404165525951,,,,,,,,,,,,
0.8116086721420288,11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution.,human,synopsis,Mid,98,0.6762042175301496,,,,,,,,,,,,
0.8541100025177002,"Based on the bestselling book series, DreamWorks Animation presents the long-awaited global movie event, Captain Underpants. This outrageous family comedy tells the story of two overly imaginative pranksters, George (Kevin Hart) and Harold (Thomas Middleditch), who hypnotize their principal (Ed Helms) into thinking he’s an enthusiastic, yet dimwitted, superhero named Captain Underpants.",human,synopsis,Mid,140,0.6439559235239675,,,,,,,,,,,,
0.7930570840835571,"After having a torrid affair with the son of a high-school friend who is twenty years younger than her, Seo-yeong worries over her relationship with her friend, and with her suspicious husband. He delves into his suspicions,. What will happen to their relationship?",human,synopsis,Mid,98,0.6190435726164961,,,,,,,,,,,,
0.8211356997489929,"There comes a point in everyone’s life when you have to make a decision about the direction you’re going to take. For newly-18 American fashion model Cora, that time is now. She’s moved to an Australian coastal town to be with her favourite aunt, after a 'fashion faux pas’ back home.",human,synopsis,Mid,118,0.6272201378729166,,,,,,,,,,,,
0.8114399909973145,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",human,synopsis,Mid,98,0.7017111439073588,,,,,,,,,,,,
0.8197595477104187,"Alliances are tested when seven college pals reunite to watch two of their own say “I do” at a seaside wedding. But the maid of honor and the groom share a passionate history, and the bride isn’t the only one who’s wondering if it’s all in the past.",human,synopsis,Mid,114,0.6580044410731719,,,,,,,,,,,,
0.8165704607963562,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",human,synopsis,Mid,100,0.7033096329042821,,,,,,,,,,,,
0.8364197015762329,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",human,synopsis,Mid,114,0.674704042383122,,,,,,,,,,,,
0.8313285112380981,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,human,synopsis,Mid,106,0.6557231766059555,,,,,,,,,,,,
0.7961893081665039,"Along with his young son, Ji-ho, Woo-jin misses his wife Soo-a, who died after promising to return a year later with the rainy season. Miraculously, they reunite with Soo-a when the rainy season comes around, but she has no memory of her husband and son whom she dearly loved.",human,synopsis,Mid,110,0.6226569448861431,,,,,,,,,,,,
0.8247372508049011,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.",human,synopsis,Mid,102,0.6452360210255421,,,,,,,,,,,,
0.8277167081832886,"As a top student at St. Adeline's Catholic Boarding School, Zoe senses that something is not quite right about the school's new nun-- a sense proven to be true when it is revealed the ""good' nun is an imposter with a fatal attraction to Zoe's brother.",human,synopsis,Mid,102,0.6669418909679928,,,,,,,,,,,,
0.8031943440437317,"After the first manned mission to Mars ends in a deadly crash, mission controller Mackenzie 'Mack' Wilson assists an artificial intelligence system, A.R.T.I. Their investigation uncovers a mysterious object under the surface of Mars that could change the future of our planet as we know it.",human,synopsis,Mid,96,0.6653198409308019,,,,,,,,,,,,
0.7940122485160828,"Set in the 1930s, the story recounts the growing pains of Jan, whose mother dies while giving birth to him and who’s intensely hated by his sadistic and debauched father. Jan grows up with his stepmother, and he struggles to reconcile his guilt and longing with different women in his life.",human,synopsis,Mid,112,0.6262820330891528,,,,,,,,,,,,
0.8246030807495117,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",human,synopsis,Mid,122,0.6415964464835585,,,,,,,,,,,,
0.8166625499725342,"Over the summer of 1976, thirty-six bombs detonate in the heart of Cleveland while a turf war raged between Irish mobster Danny Greene and the Italian mafia. Based on a true story, Kill the Irishman chronicles Greene's heroic rise from a tough Cleveland neighborhood to become an enforcer in the local mob.",human,synopsis,Mid,118,0.6267790513287663,,,,,,,,,,,,
0.816567599773407,"A psychological, heart-wrenching love story that provides a unique and inside look at Charles Darwin. Torn between faith and science, he struggles to finish his legendary book ""On the Origin of the Species,"" which goes on to become the foundation for evolutionary biology.",human,synopsis,Mid,92,0.6545761339346632,,,,,,,,,,,,
0.8203527927398682,"Julia, a real estate agent, finds an enormous amount of money hidden in a dead man's apartment, a stroke of luck that will force her to face the wrath of the very peculiar inhabitants of the condominium, headed by an unscrupulous administrator.",human,synopsis,Mid,92,0.6767350782087737,,,,,,,,,,,,
0.8260499835014343,"Angela is throwing a decadent Halloween party at New Orleans' infamous Broussard Mansion. But after the police break up the festivities, Maddie and a few friends stay behind. Trapped inside the locked mansion gates, the remaining guests uncover a horrifying secret and soon fall victim to seven vicious, blood-thirsty demons.",human,synopsis,Mid,116,0.6762540576865901,,,,,,,,,,,,
0.8227355480194092,"A sudden loss disrupts Carol’s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",human,synopsis,Mid,106,0.6450035262485724,,,,,,,,,,,,
0.8071923851966858,"A group of close friends who attend a private school all have a debilitating crush on the sunny star pupil, Shen Jiayi. The only member of the group who claims not to is Ke Jingteng, but he ends up loving her as well.",human,synopsis,Mid,96,0.6994498614604485,,,,,,,,,,,,
0.8199775218963623,"A psychopathic twelve-year-old girl in a small town in Nebraska recruits all the other children and goes on a bloody rampage, killing the corrupt adults and anyone else who opposes her. A bright high schooler who won't go along with the plan is the town's only hope of survival.",human,synopsis,Mid,108,0.6673009769985222,,,,,,,,,,,,
0.8177828192710876,"The story of humankind's last stand against a cataclysmic alien invasion. Set in the war-ravaged African countryside, a U.S. soldier and a French foreign aid worker team up to survive the alien onslaught. Their bond will be tested as they search for refuge across a crumbling world.",human,synopsis,Mid,112,0.6927277746722378,,,,,,,,,,,,
0.8242684602737427,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan, whose new home has a gory past and a legacy of demons. Before long, the family patriarch is plagued by nightmares and his daughter is seeing phantoms.",human,synopsis,Mid,94,0.6636384491148383,,,,,,,,,,,,
0.8160586953163147,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",human,synopsis,Mid,92,0.6691318070120121,,,,,,,,,,,,
0.818520724773407,"Members of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.",human,synopsis,Mid,110,0.6828111522193272,,,,,,,,,,,,
0.8160176277160645,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",human,synopsis,Mid,114,0.6729788989908616,,,,,,,,,,,,
0.815715491771698,"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",human,synopsis,Mid,92,0.6822795969188822,,,,,,,,,,,,
0.809654712677002,"Sergeant Michael Dunne fights in the 10th Battalion, AKA The ""Fighting Tenth"" with the 1st Canadian Division and participated in all major Canadian battles of the war, and set the record for highest number of individual bravery awards for a single battle",human,synopsis,Mid,84,0.626605994115175,,,,,,,,,,,,
0.8155452013015747,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,human,synopsis,Mid,100,0.6151288291685291,,,,,,,,,,,,
0.8010619282722473,"Marnie Piper prepares to begin a new school year, she asks the Halloweentown Hot Witches' Council to work toward openness between Halloweentown and the mortal world. She proposes to bring a group of Halloweentown students to her own high school in the mortal world.",human,synopsis,Mid,98,0.5579689301570044,,,,,,,,,,,,
0.8060904741287231,"Mikage will get married to Youiti next year, she agrees to live with Youiti's parents. One day, Youiti's father disrobed Mikage's Kimono and raped her. To her astonishment, her fiancé Youiti whom Mikage considers true love has an affair with his young stepmother. Shocked and devastated, what will Mikage do?",human,synopsis,Mid,124,0.5756016493494982,,,,,,,,,,,,
0.8486807346343994,"A series of down-on-their-luck individuals enter the decrepit and spine-chilling Rialto theater, only to have their deepest and darkest fears brought to life on the silver screen by The Projectionist – a mysterious, ghostly figure who holds the nightmarish futures of all who attend his screenings.",human,synopsis,Mid,96,0.650914017056735,,,,,,,,,,,,
0.8316741585731506,"Fishing for direction in life, Elizabeth gets the opportunity of showing her dog in a fancy New York dog show. The judge, Donovan Darcy, comes across as aristocratic and rude, and a chain of misunderstandings unfold during the competition, complicating their attraction to one another.",human,synopsis,Mid,100,0.6636609580910804,,,,,,,,,,,,
0.8202244639396667,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",human,synopsis,Mid,112,0.6459234709883815,,,,,,,,,,,,
0.8354756236076355,"Warsaw, Poland, during the Cuban Missile Crisis, 1962. Josh Mansky, a troubled math genius and former US chess champion, is recruited to hold a dangerous public match against the Soviet champion, while playing the deadly game of espionage hidden in the darkest shadows of a hostile territory.",human,synopsis,Mid,96,0.6618618284350297,,,,,,,,,,,,
0.8313759565353394,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",human,synopsis,Mid,122,0.6549127109682326,,,,,,,,,,,,
0.817327618598938,"When the beautiful, efficient and successful Christine, 42, arrives at their summer beach home with her husband and teenage daughter, a young hitchhiker catches her eye. What follows is the story of a woman who frees herself, tears her life into pieces and puts it back together in a different order.",human,synopsis,Mid,108,0.6888430133474508,,,,,,,,,,,,
0.8230339884757996,"14,000 year-old ""Man from Earth"" John Oldman, now teaching in northern California, realizes that not only is he finally starting to age, but four students have discovered his deepest secret, putting his life in grave danger and potentially destroying the world's most popular religion.",human,synopsis,Mid,94,0.6641503743102911,,,,,,,,,,,,
0.8105319142341614,"Su Qi-Er, a wealthy man living during the Qing Dynasty who loses his fortune and reputation as a result of a conspiracy against him. After being forced out onto the streets, Su dedicates his life to martial arts and reemerges as a patriotic hero known as the ""King of Beggars.""",human,synopsis,Mid,116,0.6506068433764057,,,,,,,,,,,,
0.8220637440681458,"Teenager Rick Stevens is willing to do whatever it takes to win the heart of Nina Pennington. He'll have to deal with his best friend's horny mom, a drug abusing boss and even the mob if he ever hopes to land the girl of his dreams. Love is never easy!",human,synopsis,Mid,106,0.6346776610286092,,,,,,,,,,,,
0.8129604458808899,"Sam Ellis is a man on the rise — a hot-shot federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with an escort turns into a growing addiction — a new demon threatening to destroy his life, family, and career.",human,synopsis,Mid,106,0.6774189743999797,,,,,,,,,,,,
0.8195971250534058,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",human,synopsis,Mid,100,0.6620289002128315,,,,,,,,,,,,
0.8278361558914185,"With his 20th reunion looming, Dan can’t shake his high school insecurities. In a misguided mission to prove he’s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn.",human,synopsis,Mid,120,0.6487020985385376,,,,,,,,,,,,
0.795284628868103,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,human,synopsis,Mid,86,0.7017380808330266,,,,,,,,,,,,
0.828231930732727,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",human,synopsis,Mid,102,0.6957142729587613,,,,,,,,,,,,
0.8122080564498901,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",human,synopsis,Mid,106,0.6452309178838164,,,,,,,,,,,,
0.8173679113388062,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",human,synopsis,Mid,100,0.640306059501351,,,,,,,,,,,,
0.8369107842445374,"Romain Faubert is a 39 year old, single, medical photographer... and a raging hypochondriac. His doctor and only friend Dr. Dimitri Zvenka thinks he knows the cure for Romain: dating! But with the arrival of freedom fighter Anton Miroslav, everyone might get more then they bargained for...",human,synopsis,Mid,120,0.6768124477109021,,,,,,,,,,,,
0.8103076219558716,"Black Lightning is a Russian superhero film about a Moscow University student who discovers that his otherwise unremarkable car can fly. After his father is attacked, he decides to use the car to fight crime and becomes the city's defender against an evil millionaire.",human,synopsis,Mid,96,0.6922389976885401,,,,,,,,,,,,
0.8268359303474426,"A cautionary tale for these times of democracy in crisis—the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains.",human,synopsis,Mid,118,0.6366605990935852,,,,,,,,,,,,
0.8199840188026428,"The background to and depiction of a watershed battle in Japanese history, at Sekigahara in 1600, when Tokugawa Ieyasu's Army of the East defeated the Army of the West of Ishida Mitsunari. The story includes the intrigues and shifting loyalties of the various retainers, family members, and samurai.",human,synopsis,Mid,120,0.6441391231930665,,,,,,,,,,,,
0.8090354800224304,"Helena, a young woman on a deep space mission, has been alone for 20 years. Her parents abandoned ship after a technical malfunction made it impossible for all three of them to reach their intended destination. Alex, an isolated engineer, is about to enter her life and turn her world upside down.",human,synopsis,Mid,108,0.7018895320746779,,,,,,,,,,,,
0.806800127029419,"Babu Rao, Raju and Shyam, are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money - and so, with a don as an unknowing investor, Raju initiates a new game.",human,synopsis,Mid,100,0.6376479298651837,,,,,,,,,,,,
0.8146106600761414,"Accused of the genocide of Mayan people, retired general Enrique is trapped in his mansion by massive protests. Abandoned by his staff, the indignant old man and his family must face the devastating truth of his actions and the growing sense that a wrathful supernatural force is targeting them for his crimes.",human,synopsis,Mid,110,0.6553014620680505,,,,,,,,,,,,
0.8255434632301331,"Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance.",human,synopsis,Mid,102,0.6805184592648559,,,,,,,,,,,,
0.8320656418800354,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",human,synopsis,Mid,108,0.6625472127906333,,,,,,,,,,,,
0.8202086687088013,When a law school dropout answers an advertisement to be a personal assistant he unknowingly signs on to work for a belligerent has-been magician struggling to resurrect his career. This leads to a journey across the country staging the comeback of a lifetime.,human,synopsis,Mid,108,0.6931812238781925,,,,,,,,,,,,
0.8077521324157715,A new member from the Black Organization that shrunk Shinichi's body manages to find out about Shinichi's transformation into Conan. This discovery starts to put those around him in danger as Gin and the other Black Organization members start to take action.,human,synopsis,Mid,96,0.5970931229050659,,,,,,,,,,,,
0.804110050201416,"Tori is a blonde princess who is bored of living her royal life, and has dreams of becoming a popstar. Keira, on the other hand, is a brunette popstar who dreams of being a princess. When the two meet, they magically trade places, but after realising it is best to be themselves.",human,synopsis,Mid,112,0.6307673062096445,,,,,,,,,,,,
0.8148494362831116,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",human,synopsis,Mid,102,0.652291562422489,,,,,,,,,,,,
0.8456863164901733,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",human,synopsis,Mid,114,0.684683594525276,,,,,,,,,,,,
0.8241774439811707,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",human,synopsis,Mid,104,0.6221822640897847,,,,,,,,,,,,
0.8036510944366455,"Dong-hyun is a high school student. One day, he falls from the rooftop and bumps into Pan-soo who is a passerby. Pan-soo is a member of a criminal organization. When the two men wake up in the hospital, they discover that they have switched bodies.",human,synopsis,Mid,106,0.6668200312656002,,,,,,,,,,,,
0.8268567323684692,"Commissioned to map the Far East territories of the Russian Empire, cartographer Jonathan Green sets off on a long journey of unbelievable adventures—making breath-taking discoveries and meeting mysterious creatures, Chinese princesses, deadly masters of oriental martial arts, and even the King of Dragons.",human,synopsis,Mid,96,0.6191232955112492,,,,,,,,,,,,
0.8107427358627319,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,human,synopsis,Mid,84,0.630120074720313,,,,,,,,,,,,
0.8051103949546814,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",human,synopsis,Mid,86,0.637896066308902,,,,,,,,,,,,
