DSI,story,model,condition,temp,num_words,lziv
0.7863981127738953,"""A young woman discovers a mysterious portal to an alternate dimension. As she explores this intriguing new world, she must confront dangerous creatures and terrifying challenges in order to unravel the secrets of the portal's true purpose and restore peace to both dimensions.""",GPT3,synopsis,High,,
0.7960912585258484,"After the death of her grandmother, Elizabeth travels to a remote island to enjoy the peace and quiet. However, she discovers something sinister lurking beneath the surface of the seemingly idyllic community, and her search for the truth leads her to confront her own hidden past.",GPT3,synopsis,High,,
0.8068034648895264,"""Lost in Time"" is a time-travel adventure where a young orphan boy from the present is sucked into a portal and thrust into medieval times where he learns that in order to save his loved ones back home, he must unite the warring clans and face off against a powerful dark lord.",GPT3,synopsis,High,,
0.7836853265762329,"""A group of astronauts are sent on a mission to explore a newly-discovered planet. When they arrive, they discover it's inhabited by an advanced alien species who view humans as a threat. As tensions escalate, the astronauts must find a way to communicate and negotiate before a catastrophic interstellar war breaks out.""",GPT3,synopsis,High,,
0.7994153499603271,"""When two superpowered villains compete for control of an entire city, a skilled detective must team up with a vigilante superhero to put an end to their reign of terror. But when secrets from their pasts are revealed, loyalties are tested and they must discover what truly sets them apart from their adversaries.""",GPT3,synopsis,High,,
0.8033224940299988,"When a young journalist discovers the CEO of a major corporation is secretly behind a series of poisonous waste dumpings in a small town, she risks it all to expose the truth and save the community from environmental disaster before it's too late.",GPT3,synopsis,High,,
0.7974430918693542,"After a heist gone wrong, a group of thieves hide out in an abandoned mansion to split the loot. But tensions rise as secrets from their pasts are revealed and the mansion's dark history begins to haunt them. In the end, greed leads to betrayal, and only one person emerges with the money.",GPT3,synopsis,High,,
0.8014248013496399,"""When a small town is plagued by mysterious and deadly events, a team of paranormal investigators must uncover the truth about an ancient curse before it's too late. As they uncover the dark pages of history, they must confront their own fears and beliefs to save the town from certain doom.""",GPT3,synopsis,High,,
0.8029962182044983,"After experiencing a devastating loss, a young woman decides to start anew on a remote island. Isolated from civilization and fueled by her grief, she creates an entirely self-sustaining life for herself, until a stranger washes up on shore and threatens to disrupt her carefully crafted existence.",GPT3,synopsis,High,,
0.7929750680923462,"When a group of teenagers get stranded in the middle of the woods during a camping trip, they stumble upon an abandoned research facility with strange, deadly experiments. They must fight for their survival when the creatures created in the lab are set loose, testing their courage and loyalty to one another.",GPT3,synopsis,High,,
0.8068386316299438,"""The Last Hope"" portrays a group of ten survivors in a post-apocalyptic world trying to find a cure for a deadly virus. With limited resources and unknown enemies lurking in the shadows, they must race against time to save humanity.",GPT3,synopsis,High,,
0.786747932434082,"In ""Lost in the Jungle,"" a group of adventure seekers sets out on a mission to find a legendary lost city in the depths of the Amazon rainforest. But when they become stranded without supplies and hunted by a fierce tribe, they must fight to survive and uncover the city's secrets before it's too late.",GPT3,synopsis,High,,
0.8115294575691223,"""Lost in the Sky"" is an action-thriller movie about a courageous pilot who embarks on a dangerous mission to save his passengers when their plane is hijacked by terrorists. With limited resources and relentless adversaries, the pilot must navigate his way through the skies and make a tough decision that could save or end their lives.",GPT3,synopsis,High,,
0.7997292280197144,"""Lost Treasure of the Desert"": An eccentric billionaire passes away and leaves behind clues to a buried treasure in the middle of the desert. A group of adventurers race against time and each other to find the treasure before it falls into the wrong hands. But the harsh terrain and hidden dangers may be their biggest challenge.",GPT3,synopsis,High,,
0.7857274413108826,"After a devastating earthquake, a small community of survivors band together to rebuild their town and find new hope. But as time passes, dangerous factions arise and threaten the group's stability, leading to a suspenseful battle for survival.",GPT3,synopsis,High,,
0.7966957092285156,"After the sudden death of their parents, five siblings must come to terms with their new reality. As they navigate grief, they discover a mysterious letter from their parents that leads them on an adventure of self-discovery and healing. Along the way, they learn the true meaning of family and the importance of holding onto hope.",GPT3,synopsis,High,,
0.8043376207351685,"After a worldwide blackout, a group of survivors must navigate a post-apocalyptic world of danger and chaos. Among them is a young woman with a secret ability to communicate with animals, which could prove to be the key to their survival. But will they trust her enough to follow her lead?",GPT3,synopsis,High,,
0.801581084728241,"""Lost in Translation"" follows two strangers who meet in Tokyo and form an unlikely bond as they navigate cultural differences and personal struggles. Bob Harris, a washed-up actor, and Charlotte, a young woman unsure of her marriage, spend their time exploring the city, sharing their perspectives, and ultimately finding comfort in each other's company.",GPT3,synopsis,High,,
0.7930157780647278,"""Moonlit Revenge"" - a young woman seeks revenge on the gang that killed her family, using her skills as a hacker and infiltrator. With the help of a retired detective, she takes down the gang and avenges her family.",GPT3,synopsis,High,,
0.792252242565155,"When a group of friends embark on a hiking trip in the remote wilderness, they discover a hidden valley untouched by civilization. But as they explore deeper, they realize the valley holds a dark secret and they must fight for their survival against a clan of cannibals who call the valley home.",GPT3,synopsis,High,,
0.8112823963165283,"As the world's population faces an unrelenting pandemic, a team of scientists race against time to develop a cure. But when they discover the virus is a man-made bio-weapon and the shadowy organization behind it has tried to silence them, they must go rogue to expose the truth before it's too late.",GPT3,synopsis,High,,
0.7932572364807129,"In ""The Lost City,"" a celebrated archaeologist embarks on a dangerous journey to uncover the fabled city of gold with an eager journalist following her every step. They must navigate treacherous terrain while being pursued by a ruthless treasure hunter and his team.",GPT3,synopsis,High,,
0.7921674251556396,"After a devastating event leaves the Earth uninhabitable, a team of astronauts are sent to a distant planet to establish a new colony. But when they arrive, they discover that they're not alone and must battle an alien race to secure the viability of their new home.",GPT3,synopsis,High,,
0.7819384932518005,"When a group of friends embark on a backpacking trip into the wilderness, they stumble upon a mysterious artifact that transports them to an alternate reality. Stranded and confused, they must navigate the dangerous world while searching for a way back home.",GPT3,synopsis,High,,
0.8051596283912659,"After the death of his wife, a recently retired detective is called back to the force to solve a series of gruesome murders plaguing the city. With the help of a young rookie partner, he must navigate the seedy underworld of organized crime in order to catch the sadistic killer.",GPT3,synopsis,High,,
0.818282425403595,"After a global cataclysm that transforms Earth into a frozen wasteland, the only way for humans to survive is to board the Snowpiercer, a train that travels perpetually around the globe. But when class separation and oppression lead to a rebellion, the inhabitants must fight for their social justice.",GPT3,synopsis,High,,
0.7997082471847534,"""InLost"": Four hikers stranded in a remote forest struggle to survive against mother nature but when one goes missing, they are faced with a new threat. As they search for their lost companion, they discover an ancient ritual site, bringing them face to face with an otherworldly entity.",GPT3,synopsis,High,,
0.792175829410553,"In ""The Lost City,"" a successful writer travels to the Amazon to find a lost city of gold and enlists the help of a rugged local guide. As their journey becomes treacherous, they realize that the city they seek may be more dangerous than they ever imagined.",GPT3,synopsis,High,,
0.7926248908042908,"A young police officer must infiltrate a notorious gang in order to bring down their illegal operations. As she embeds herself deeper into their world, she begins to question her own loyalties and must make a decision that will determine her future.",GPT3,synopsis,High,,
0.7833465337753296,"A group of friends embark on a hiking trip in the remote wilderness. As they navigate their way through the rugged terrain, they stumble upon a cavern that leads them to an underground labyrinth. They soon realize they're not alone and must fight for their survival against a vicious horde of subterranean creatures.",GPT3,synopsis,High,,
0.8048643469810486,"When the world's largest volcano is on the brink of eruption, scientists race against time to prevent a mass extinction event. With the help of a daring team of mountaineers, they embark on a mission to stop the volcano before it's too late. But as they navigate treacherous terrain and unpredictable weather, they soon realize that some things are beyond human control.",GPT3,synopsis,High,,
0.7788162231445312,"After a devastating earthquake, a group of strangers find themselves trapped in an underground cave system. As they struggle to find a way out, they must confront their fears and inner demons to survive. But as they begin to uncover the true nature of the caves, they realize they might not be alone.",GPT3,synopsis,High,,
0.7992892265319824,"When Lucy's father is diagnosed with cancer, she must navigate through the complexities of caring for him while also juggling her own struggles with depression. As she fights to keep her family together, Lucy learns the power of love and the importance of self-care.",GPT3,synopsis,High,,
0.8125231266021729,"When a young journalist discovers that a famous actor is a serial killer, she must race against time to gather evidence and stop him before becoming his next victim. With the help of an ex-cop and a hacker, she digs deeper into the actor's dark past to unveil hidden secrets.",GPT3,synopsis,High,,
0.8029048442840576,"After a plane crash in the Amazon rainforest, a group of strangers must navigate their way through treacherous terrain and evade deadly predators while trying to stay alive and find a way back to civilization. With tensions running high and secrets being revealed, they realize the only way to survive is by working together.",GPT3,synopsis,High,,
0.7947810292243958,"""Underneath the City Lights"": A solo musician falls in love with a music producer who brings her dreams to life. But when her rise to fame becomes tainted with corruption and scandal, she must choose between her newfound success and the authenticity of her music and relationships.",GPT3,synopsis,High,,
0.7861289978027344,"A successful businesswoman returns to her hometown for her high school reunion. When she reconnects with her former flame, she realizes that everything she thought she wanted in life may not be what she truly needs. As she navigates the ups and downs of her past and present relationships, she learns the importance of true happiness.",GPT3,synopsis,High,,
0.7926091551780701,"After a devastating global pandemic wipes out most of humanity, a small group of survivors band together and navigate the dangers of the new world, struggling to stay alive while also uncovering a sinister conspiracy that may have led to the end of civilization as we know it.",GPT3,synopsis,High,,
0.8020589351654053,"""Lost in Translation"", a romantic film about a newlywed young American couple struggling to keep their relationship alive while walking through a dysfunctional Japanese culture, forcing them to confront their shortcomings and work through their issues in a foreign country.",GPT3,synopsis,High,,
0.8009056448936462,"""After inheriting her late grandmother's farm, a stressed-out city girl decides to take a break from the chaotic life of the city. However, when her plans become threatened by a greedy real estate developer, she enlists the help of the charismatic local farmer to save her family's land and learns the true meaning of home and love.""",GPT3,synopsis,High,,
0.7857255935668945,"""Chronicles of the Forgotten Kingdom"" tells the story of a group of adventurers on a quest to reclaim a mythical land that has been lost for generations. Along the way, they must face dangerous obstacles and fight against enemies to save the kingdom and restore peace to the realm.",GPT3,synopsis,High,,
0.8033353090286255,"""Uncharted Wars"" is a sci-fi adventure film set in a dystopian future, where a group of rebels must navigate through an uncharted galaxy in search of a mysterious artifact that holds the key to saving their people from annihilation at the hands of the ruling empire.",GPT3,synopsis,High,,
0.7790685892105103,"In the aftermath of a sudden disaster, a group of survivors band together to try and find a way to escape a city overrun by chaos and destruction. As they struggle to find safety, they slowly begin to uncover the dark secrets behind the disaster and the true nature of their own humanity.",GPT3,synopsis,High,,
0.774008572101593,"After their parents pass away, a group of siblings reunite in their childhood home to settle their inheritance. But as they dig through their parents' past, they begin to uncover dark secrets about their family and realize that they may have inherited more than just their belongings.",GPT3,synopsis,High,,
0.8019106984138489,"""After the sudden death of her mother, a young woman inherits her family's historic vineyard in the south of France. As she tries to save the struggling business, she discovers long-held family secrets that threaten everything she holds dear.""",GPT3,synopsis,High,,
0.8078563213348389,"In a post-apocalyptic world, a group of survivors band together to search for the last remaining seed vault in hopes of restoring vegetation and bring hope to humanity once again. But they soon realize that they're not the only ones after it, and they must fight to protect the future of their species.",GPT3,synopsis,High,,
0.7964611053466797,"Amelia, a talented musician, is devastated when she loses her hearing. With the help of a mentor, she learns sign language, but struggles to adapt to her new life and feels like she can never perform again. She faces her insecurities head-on and discovers a new musical path to embrace, as a composer.",GPT3,synopsis,High,,
0.8163946270942688,"When a powerful new drug hits the streets of New York, a tough-minded DEA agent must team up with an unpredictable street thug to take down the drug kingpin behind it all. But as more bodies stack up and the conspiracy deepens, they begin to question who they can really trust.",GPT3,synopsis,High,,
0.7947690486907959,"When a small town is threatened by a cult leader who claims he can communicate with aliens, a group of misfit teenagers band together to stop him. Along the way, they learn the value of friendship, bravery, and the unexpected power of the human mind.",GPT3,synopsis,High,,
0.7868691086769104,"""A group of archaeologists goes on an expedition to uncover a mysterious ancient civilization. As they unearth relics and artifacts, they start to realize the civilization holds dark secrets that were meant to be kept buried. What they discover threatens not just their own lives, but the fate of humanity.""",GPT3,synopsis,High,,
0.7931033372879028,"When a powerful hurricane hits a remote island, a group of strangers must band together to survive. But as they struggle to make it out alive, they soon realize that one of them is more dangerous than the storm itself.",GPT3,synopsis,High,,
0.7993952035903931,"After years of unsuccessful attempts, a brilliant scientist finally creates a machine that can “transport” a person’s consciousness into the body of their choice. When a successful CEO jumps at the opportunity to switch his body with a young, attractive man, he quickly realizes that his new life comes with unexpected consequences.",GPT3,synopsis,High,,
0.7857025861740112,"After a global pandemic takes over the world, a young girl must survive on her own in a deserted town. When she discovers a mysterious man hiding out in an abandoned building, she must decide if she can trust him or if he is a danger to her survival.",GPT3,synopsis,High,,
0.8142344951629639,"In a post-apocalyptic world, a group of survivors navigate the dangerous wasteland in search of a safe haven. Facing numerous obstacles and challenges, they soon discover that their biggest threat may not be the mutated creatures that roam the land, but the secrets they each carry within themselves.",GPT3,synopsis,High,,
0.7943592667579651,"A man struggling with addiction becomes immersed in a dangerous underground world of competitive street racing. As he battles his inner demons and vies for the top spot, he must confront his own morality and the consequences of his actions.",GPT3,synopsis,High,,
0.8006365895271301,"When a group of friends arrives at an isolated cabin for a weekend getaway, strange occurrences begin to happen. What started as fun turns deadly, as the group is hunted by a mysterious presence intent on killing them one by one. Will anyone make it out alive?",GPT3,synopsis,High,,
0.8165492415428162,"""Precipice"": When a team of hikers become trapped on a cliff during a sudden thunderstorm, they must overcome their personal demons and work together to survive the perilous descent. Facing their deepest fears and past regrets, they discover what truly matters in life and the power of human connection.",GPT3,synopsis,High,,
0.8087417483329773,"After a group of friends awaken a vengeful spirit with their Ouija board, they quickly come to regret their decision as the entity begins to haunt and pick them off one-by-one. As they struggle to survive, they uncover dark secrets from their past that may hold the key to defeating the malevolent force.",GPT3,synopsis,High,,
0.7996312379837036,"After a mysterious virus wipes out nearly all of humanity, a survival expert leads a group of survivors on a perilous journey across the devastated American landscape, facing numerous obstacles along the way, including dangerous gangs and mutated creatures.",GPT3,synopsis,High,,
0.8212677836418152,"Amidst a global pandemic, a young couple navigates a long-distance relationship. With Zoom calls and virtual dates, they fall deeply in love, but when the borders finally open up, they must navigate a new kind of normal and decide whether or not their love story is worth the risk.",GPT3,synopsis,High,,
0.8267287611961365,"When Oscar, a down-on-his-luck musician, gets a chance to audition for a record label, his dreams of stardom seem within reach. But when he pitches his most personal and heartfelt song to the label executives, they don't hear what he does and send him back to the drawing board.",GPT3,synopsis,High,,
0.7977585792541504,"""Escape from Limbo"" follows a group of scientists who accidentally create a portal to a parallel universe where their doubles live in harmony. When one of the scientists switches places, chaos ensues and it's a race against time to close the portal before the two universes collide and cause catastrophic consequences.",GPT3,synopsis,High,,
0.7746437191963196,"After a super virus apocalypse, a group of survivors discover that the virus was man-made, and they set out on a mission to find the people responsible before they strike again and take control of the new world order that has emerged.",GPT3,synopsis,High,,
0.7861245274543762,"""Lost in the Wild"" follows a group of friends on a hiking trip that takes a terrifying turn when they stumble upon a marijuana farm in a remote area of the forest. Desperate to escape the drug farmers who are after them, the friends must survive in the brutal wilderness if they hope to make it back to civilization alive.""",GPT3,synopsis,High,,
0.7811171412467957,"After a fatal virus outbreak, a group of survivors venture out to find a cure. When they stumble upon an abandoned facility with an untouched lab, they must team up with the scientists there to discover the key to saving humankind. But tensions rise as they uncover twisted experiments and a sinister agenda.",GPT3,synopsis,High,,
0.8042914867401123,"As a young couple moves into their suburban dream house, they discover it's haunted and the spirit is out for revenge. They must find a way to communicate with the ghost and uncover a long-buried family secret before it's too late.",GPT3,synopsis,High,,
0.7938593029975891,"After years of estrangement from her father, a successful lawyer returns to her hometown for his funeral only to find out she has inherited his beekeeping farm. With the help of a local beekeeper, she discovers the art of beekeeping and the deeper connection it has to her family history.",GPT3,synopsis,High,,
0.8216705322265625,"""Rise of the Underdogs"" - A group of underestimated and overlooked high school basketball players from a small town band together to defy the odds and win the state championship, facing off against a team of privileged city kids. Will they conquer their insecurities and emerge as champions?",GPT3,synopsis,High,,
0.8143624067306519,"After her girlfriend's murder, a woman dives deep into the unexplored world of true crime in search of answers. However, as she delves deeper, she begins to realize that the lines between justice and revenge are becoming dangerously blurred.",GPT3,synopsis,High,,
0.8114378452301025,"In a far-off planet under threat of destruction, a man named Jay must summon all his strength and try to save his people with the help a group of loyal friends, battling obstacles and intergalactic villains along the way.",GPT3,synopsis,High,,
0.787131667137146,"After a freak accident, a young woman discovers the ability to see and communicate with ghosts. As she navigates her new power, she helps a frustrated spirit solve the mystery of his death and bring closure to his family. Willing to take risks, she decides to use her gift to help those in need.",GPT3,synopsis,High,,
0.8187979459762573,"Struggling artist, Lily, meets mysterious stranger, Max, who brings her paintings to life. While their collaboration leads to overnight success, Lily starts to realize Max's dark origins and the dangerous price they both must pay for fame.",GPT3,synopsis,High,,
0.797321081161499,"After years of being abandoned by his family, a dog seeks revenge on the ones who left him behind. However, he soon realizes that revenge will not bring the happiness and love he craves. With the help of a new owner and some furry friends, the dog learns valuable lessons about forgiveness and acceptance.",GPT3,synopsis,High,,
0.8122305870056152,"""It's a teenage romantic-comedy about a shy girl who falls for her popular neighbor, but things get complicated when her eccentric grandmother moves in and starts meddling in their relationship.""",GPT3,synopsis,High,,
0.7834653854370117,"A washed-up detective, haunted by his past, is drawn into a case involving a missing young girl. As he investigates, he discovers a conspiracy of corruption and exploitation in the city's powerful elite. With his new partner, a local journalist, the detective must risk everything to uncover the truth and save the girl.",GPT3,synopsis,High,,
0.7998415231704712,"""A scientist develops a device that can manipulate dreams, allowing people to live out their wildest fantasies. But when he uses it on himself, he becomes trapped in his own subconscious, facing his deepest fears and regrets. The device begins to malfunction and he must fight to escape before it's too late.""",GPT3,synopsis,High,,
0.8119949698448181,"""After the sudden death of their father, three estranged siblings must come together to fulfill his final wish - scatter his ashes on the top of a remote mountain peak in the Alaskan wilderness. Facing treacherous obstacles and their own personal demons, the siblings embark on a journey of self-discovery and family healing.""",GPT3,synopsis,High,,
0.8084776997566223,"After being deceived by her wealthy boyfriend, a young actress journeys through Los Angeles to reclaim her own aspirations, while rediscovering herself through the city's diverse inhabitants and landmarks.",GPT3,synopsis,High,,
0.7952343821525574,"""Echoes of the Past"": After inheriting a mysterious estate from her estranged grandfather, a young woman grapples with his troubled legacy and dangerous secrets. With the help of an unconventional detective, she must uncover the truth before she becomes the next victim.",GPT3,synopsis,High,,
0.8029597997665405,"Title: Lost in Florence

When her fiancé suddenly vanishes after an argument, Jessica sets out to find him in Florence, Italy. But her search becomes increasingly dangerous as she unravels a dark underworld of secrets and deception, all while being pursued by the man she thought she loved.",GPT3,synopsis,High,,
0.7768087387084961,"In ""The Lost City,"" an archaeologist discovers a hidden civilization deep in the Amazon jungle. But when a wealthy businessman learns of the discovery, he hires a group of mercenaries to steal the artifacts and sell them on the black market. The archaeologist must navigate dangerous terrain and fight back against the villains to protect the ancient treasures.",GPT3,synopsis,High,,
0.8028789758682251,"In a world devastated by a mysterious apocalypse, a lone survivor ventures out on a dangerous mission to find others like him. He faces dangerous creatures, harsh terrain and other survivors who will stop at nothing to take what is his. Will he find hope or succumb to the darkness?",GPT3,synopsis,High,,
0.8021436929702759,"""Desperate Times"": When a global pandemic ravages the world, a young mother and her teenage daughter find themselves trapped in their home without enough supplies. As desperation sets in, they must venture out into the dangerous new world to find a way to survive.",GPT3,synopsis,High,,
0.7987909317016602,"""Second Chance"": After losing her husband and breaking her leg, Sarah decides to take a break in a remote cabin. Unexpectedly, she finds a time-traveling machine that allows her to go back to the day of her husband's death. She faces moral dilemmas as she tries to prevent his accident without causing any more damage to the timeline.",GPT3,synopsis,High,,
0.8058895468711853,"After a major banking scandal, a young, ambitious journalist strives to uncover the truth while fighting against corrupt political forces and her own doubts and uncertainties. Along the way, she discovers a complicated web of deceit, betrayal, and challenges that threaten everything she holds dear.",GPT3,synopsis,High,,
0.7992584705352783,"A young woman who suffers from amnesia after a traumatic event sets out on a perilous quest to find her true identity and put the pieces of her past together. Along the way, she discovers a web of deceit and betrayal that reaches the highest levels of her workplace. As she races against time to uncover the truth, she must also confront her own inner demons and find the strength to forgive those who have wronged her.",GPT3,synopsis,High,,
0.77881920337677,"""A group of scientists discover a meteorite that brings a deadly virus into the world. The virus causes people to turn into violent, zombie-like beings. As the virus spreads, a special forces team is tasked with finding a cure and saving humanity before it's too late.""",GPT3,synopsis,High,,
0.7830915451049805,"""A young woman with a passion for adventure sets off on a wild expedition to find a mystical creature said to hold the key to immortality. Along the way, she crosses paths with a group of eclectic characters that challenge her perceptions of life, love, and the pursuit of eternal youth.""",GPT3,synopsis,High,,
0.801409900188446,"In a futuristic city, an introverted tech genius creates an AI-powered device that can alter one's memories. When the device falls into the wrong hands, the city's inhabitants are manipulated into a dystopian reality. The creator must team up with a rebellious hacker to stop the chaos and restore the truth.",GPT4,synopsis,Very Low,,
0.8135479688644409,"When an introverted scientist discovers a hidden portal to an alternate reality, she must team up with her adventurous doppelganger to save both worlds from an impending cosmic collision, while navigating the complexities of their intertwined lives and unraveling the secrets behind their existence.",GPT4,synopsis,Very Low,,
0.7985313534736633,"In a post-apocalyptic world, a young mechanic discovers a hidden underground city, untouched by the devastation above. As she navigates the city's mysterious society, she uncovers a sinister plot to control the remaining population. To save humanity, she must rally a group of misfits and overthrow the city's tyrannical leader.",GPT4,synopsis,Very Low,,
0.8127555251121521,"When an introverted scientist discovers a parallel universe, she must team up with her extroverted doppelgänger to prevent a cosmic cataclysm. As they race against time, they navigate alternate realities, confront their deepest fears, and learn to embrace their unique strengths to save both worlds.",GPT4,synopsis,Very Low,,
0.8060792088508606,"When a misfit group of eccentric time-travelers accidentally alters history, they must embark on a thrilling adventure to fix the timeline. As they journey through pivotal moments, they discover the true meaning of friendship, love, and sacrifice, ultimately realizing their own roles in shaping the future.",GPT4,synopsis,Very Low,,
0.809080958366394,"In a world where emotions are bought and sold, a disgruntled factory worker discovers a hidden emotion that could change the course of humanity. With the help of a rebellious empath, they embark on a perilous journey to expose the truth, battling powerful forces seeking to maintain control.",GPT4,synopsis,Very Low,,
0.7990090250968933,"When a young, ambitious journalist discovers a hidden portal to an alternate reality, they team up with their doppelgänger to expose a corrupt government. As they navigate this parallel world, they must confront their own insecurities and fears while fighting to save both realities from impending collapse.",GPT4,synopsis,Very Low,,
0.7862648367881775,"When a brilliant scientist discovers the key to time travel, she inadvertently alters her own past, erasing her achievements and loved ones. Desperate to restore her timeline, she must navigate the complexities of her new reality, while eluding a ruthless organization bent on exploiting her discovery.",GPT4,synopsis,Very Low,,
0.8110483884811401,"When a struggling writer discovers a magical typewriter, every word she writes becomes reality. As her newfound power spirals out of control, she must learn to harness her gift before her stories wreak havoc on the world and the mysterious force behind the typewriter comes to claim it back.",GPT4,synopsis,Very Low,,
0.7960783839225769,"When a struggling artist discovers a magical paintbrush, her paintings come to life, causing chaos in her small town. Teaming up with her enchanted creations, she must find a way to restore order, embrace her newfound gift, and ultimately, save her community from destruction.",GPT4,synopsis,Very Low,,
0.8043777942657471,"In a world where memories can be bought and sold, a talented memory thief stumbles upon a powerful secret that could alter humanity's fate. Pursued by ruthless memory brokers, she must navigate a treacherous maze of deception, trust, and self-discovery to protect the truth and her own existence.",GPT4,synopsis,Very Low,,
0.8100539445877075,"When a small-town journalist uncovers a well-hidden secret, she must navigate a web of corruption, lies, and danger to expose the truth. Along the way, she discovers allies in unexpected places and learns the power of community as they band together to bring justice to their once-idyllic town.",GPT4,synopsis,Very Low,,
0.7992042899131775,"In a world where memories can be bought and sold, a skilled memory thief uncovers a sinister plot to control humanity. Teaming up with a rogue detective, they race against time to expose the truth and save the world from a powerful corporation's mind-altering scheme.",GPT4,synopsis,Very Low,,
0.8307936191558838,"When a meteorite grants a shy barista the power to control coffee, she must master her newfound abilities to save her struggling café, fight off a greedy businessman, and discover the true meaning of friendship and love in ""Caffeine Chronicles: Rise of the Espresso Empress.""",GPT4,synopsis,Very Low,,
0.799132227897644,"A reclusive artist discovers a hidden portal in her late grandfather's attic, leading her on a thrilling journey through alternate realities. As she navigates these fantastical worlds, she must confront her own fears and insecurities to unravel the mystery of her grandfather's past and uncover her true destiny.",GPT4,synopsis,Very Low,,
0.8038267493247986,"When a failed inventor stumbles upon a mysterious, ancient relic, he discovers he can manipulate time. Teaming up with a quirky historian, they embark on a thrilling adventure to prevent history's most dangerous figures from altering the future, ultimately learning the true value of living in the present.",GPT4,synopsis,Very Low,,
0.8079400658607483,"""Lost Melody"" follows a washed-up musician who discovers a magical guitar that unlocks a forgotten world of music. As he rediscovers his passion, he must navigate rival musicians, enchanted melodies, and a dangerous quest to save the musical realm from a sinister force that threatens to silence it forever.",GPT4,synopsis,Very Low,,
0.811833381652832,"When a socially awkward high school outcast discovers a mysterious device that allows her to swap bodies with anyone she touches, she navigates newfound popularity, love triangles, and hidden dangers as she tries to find her true self and reverse the effects before the power consumes her.",GPT4,synopsis,Very Low,,
0.8022815585136414,"When a struggling artist discovers a magical paintbrush, her creations come to life, unleashing chaos in her small town. Teaming up with her eccentric mentor, she must learn to harness her newfound power and save the town from her own imagination, while discovering the true meaning of creativity.",GPT4,synopsis,Very Low,,
0.8134660720825195,"A reclusive artist discovers a magical paintbrush that brings her paintings to life. As her creations cause chaos in the town, she must team up with her estranged sister to restore order. Along the way, they rediscover their bond and learn the power of creativity, love, and imagination.",GPT4,synopsis,Very Low,,
0.8126867413520813,"When a lonely inventor discovers a parallel universe, he teams up with his adventurous doppelgänger to stop a power-hungry villain from merging the two worlds. As they race against time, the duo must learn to trust each other and embrace their differences to save both of their realities.",GPT4,synopsis,Very Low,,
0.8149736523628235,"When a struggling artist discovers a magical paintbrush, her creations come to life, wreaking havoc in her small town. Teaming up with her most charming creation, she must find a way to fix the chaos, learning to embrace her own power and redefine what it means to be an artist.",GPT4,synopsis,Very Low,,
0.8013575077056885,"When a struggling artist discovers a magical paintbrush, her paintings come to life, creating chaos and beauty in her small town. She must learn to control her newfound power while facing challenges from a greedy art dealer and her own self-doubt, ultimately realizing the true value of her gift.",GPT4,synopsis,Very Low,,
